Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
653,Kurnool,Adoni,Cotton,Bunny,FAQ,6496,10111,8660,03-Jan-22
663,Kurnool,Adoni,Cotton,Bunny,FAQ,6587,10230,8669,04-Jan-22
651,Kurnool,Adoni,Cotton,Bunny,FAQ,6470,10299,8679,05-Jan-22
576,Kurnool,Adoni,Cotton,Bunny,FAQ,5809,10158,8596,06-Jan-22
474,Kurnool,Adoni,Cotton,Bunny,FAQ,5467,10279,8679,07-Jan-22
655,Kurnool,Adoni,Cotton,Bunny,FAQ,6501,10169,8689,08-Jan-22
506,Kurnool,Adoni,Cotton,Bunny,FAQ,5519,10129,8669,10-Jan-22
541,Kurnool,Adoni,Cotton,Bunny,FAQ,5647,10049,8629,11-Jan-22
633,Kurnool,Adoni,Cotton,Bunny,FAQ,6264,10169,8660,12-Jan-22
574,Kurnool,Adoni,Cotton,Bunny,FAQ,5786,10209,8656,17-Jan-22
587,Kurnool,Adoni,Cotton,Bunny,FAQ,5869,10307,8711,18-Jan-22
704,Kurnool,Adoni,Cotton,Bunny,FAQ,7386,10319,8711,19-Jan-22
669,Kurnool,Adoni,Cotton,Bunny,FAQ,6696,10521,8750,20-Jan-22
690,Kurnool,Adoni,Cotton,Bunny,FAQ,7016,10454,8869,21-Jan-22
661,Kurnool,Adoni,Cotton,Bunny,FAQ,6539,10427,8811,22-Jan-22
444,Kurnool,Adoni,Cotton,Bunny,FAQ,5389,10419,8789,24-Jan-22
607,Kurnool,Adoni,Cotton,Bunny,FAQ,6000,10369,8789,25-Jan-22
672,Kurnool,Adoni,Cotton,Bunny,FAQ,6711,10369,8766,27-Jan-22
665,Kurnool,Adoni,Cotton,Bunny,FAQ,6667,10412,8770,28-Jan-22
667,Kurnool,Adoni,Cotton,Bunny,FAQ,6679,10409,8811,29-Jan-22
644,Kurnool,Adoni,Cotton,Bunny,FAQ,6396,10559,8811,31-Jan-22
648,Kurnool,Adoni,Cotton,Bunny,FAQ,6469,10759,9189,02-Feb-22
649,Kurnool,Adoni,Cotton,Bunny,FAQ,6469,10769,9155,03-Feb-22
689,Kurnool,Adoni,Cotton,Bunny,FAQ,7009,10791,9189,04-Feb-22
664,Kurnool,Adoni,Cotton,Bunny,FAQ,6619,10769,9129,05-Feb-22
632,Kurnool,Adoni,Cotton,Bunny,FAQ,6239,10711,9159,07-Feb-22
639,Kurnool,Adoni,Cotton,Bunny,FAQ,6309,10711,9159,08-Feb-22
659,Kurnool,Adoni,Cotton,Bunny,FAQ,6509,10611,9150,09-Feb-22
552,Kurnool,Adoni,Cotton,Bunny,FAQ,5670,10390,8979,10-Feb-22
641,Kurnool,Adoni,Cotton,Bunny,FAQ,6356,10340,8959,11-Feb-22
617,Kurnool,Adoni,Cotton,Bunny,FAQ,6019,10381,9069,12-Feb-22
677,Kurnool,Adoni,Cotton,Bunny,FAQ,6867,10489,9069,14-Feb-22
654,Kurnool,Adoni,Cotton,Bunny,FAQ,6500,10503,9159,15-Feb-22
375,Kurnool,Adoni,Cotton,Bunny,FAQ,5220,10480,9166,16-Feb-22
673,Kurnool,Adoni,Cotton,Bunny,FAQ,6719,10511,9169,17-Feb-22
646,Kurnool,Adoni,Cotton,Bunny,FAQ,6467,10550,9175,18-Feb-22
678,Kurnool,Adoni,Cotton,Bunny,FAQ,6870,10516,9150,19-Feb-22
684,Kurnool,Adoni,Cotton,Bunny,FAQ,6989,10529,9230,21-Feb-22
629,Kurnool,Adoni,Cotton,Bunny,FAQ,6216,10519,9257,22-Feb-22
578,Kurnool,Adoni,Cotton,Bunny,FAQ,5809,10529,9269,23-Feb-22
647,Kurnool,Adoni,Cotton,Bunny,FAQ,6469,10519,9269,24-Feb-22
627,Kurnool,Adoni,Cotton,Bunny,FAQ,6209,10521,9250,25-Feb-22
608,Kurnool,Adoni,Cotton,Bunny,FAQ,6000,10439,9279,28-Feb-22
645,Kurnool,Adoni,Cotton,Bunny,FAQ,6467,10350,9219,03-Mar-22
666,Kurnool,Adoni,Cotton,Bunny,FAQ,6669,10273,9011,04-Mar-22
631,Kurnool,Adoni,Cotton,Bunny,FAQ,6239,10219,8919,05-Mar-22
480,Kurnool,Adoni,Cotton,Bunny,FAQ,5469,10291,8966,07-Mar-22
515,Kurnool,Adoni,Cotton,Bunny,FAQ,5569,10295,8930,08-Mar-22
568,Kurnool,Adoni,Cotton,Bunny,FAQ,5732,10289,8939,09-Mar-22
606,Kurnool,Adoni,Cotton,Bunny,FAQ,6000,10296,8866,10-Mar-22
577,Kurnool,Adoni,Cotton,Bunny,FAQ,5809,10309,8989,11-Mar-22
616,Kurnool,Adoni,Cotton,Bunny,FAQ,6019,10339,8995,12-Mar-22
481,Kurnool,Adoni,Cotton,Bunny,FAQ,5469,10412,9029,14-Mar-22
539,Kurnool,Adoni,Cotton,Bunny,FAQ,5632,10461,9050,15-Mar-22
580,Kurnool,Adoni,Cotton,Bunny,FAQ,5819,10466,8950,16-Mar-22
519,Kurnool,Adoni,Cotton,Bunny,FAQ,5575,10472,9050,17-Mar-22
613,Kurnool,Adoni,Cotton,Bunny,FAQ,6002,10526,6169,19-Mar-22
565,Kurnool,Adoni,Cotton,Bunny,FAQ,5719,10777,9259,21-Mar-22
675,Kurnool,Adoni,Cotton,Bunny,FAQ,6769,10899,9311,22-Mar-22
676,Kurnool,Adoni,Cotton,Bunny,FAQ,6769,11111,9311,23-Mar-22
710,Kurnool,Adoni,Cotton,Bunny,FAQ,7500,11219,9500,24-Mar-22
643,Kurnool,Adoni,Cotton,Bunny,FAQ,6369,11489,9399,25-Mar-22
637,Kurnool,Adoni,Cotton,Bunny,FAQ,6300,11665,9400,26-Mar-22
694,Kurnool,Adoni,Cotton,Bunny,FAQ,7175,12059,9800,30-Mar-22
635,Kurnool,Adoni,Cotton,Bunny,FAQ,6279,12239,9809,31-Mar-22
656,Kurnool,Adoni,Cotton,Bunny,FAQ,6501,12500,9869,04-Apr-22
700,Kurnool,Adoni,Cotton,Bunny,FAQ,7270,12680,9889,06-Apr-22
581,Kurnool,Adoni,Cotton,Bunny,FAQ,5819,12602,9899,07-Apr-22
625,Kurnool,Adoni,Cotton,Bunny,FAQ,6169,12459,7879,08-Apr-22
619,Kurnool,Adoni,Cotton,Bunny,FAQ,6059,12292,9879,09-Apr-22
518,Kurnool,Adoni,Cotton,Bunny,FAQ,5569,12180,9875,11-Apr-22
610,Kurnool,Adoni,Cotton,Bunny,FAQ,6000,11809,9851,12-Apr-22
611,Kurnool,Adoni,Cotton,Bunny,FAQ,6000,11908,9860,13-Apr-22
642,Kurnool,Adoni,Cotton,Bunny,FAQ,6360,12275,9800,18-Apr-22
706,Kurnool,Adoni,Cotton,Bunny,FAQ,7450,12489,9869,19-Apr-22
735,Kurnool,Adoni,Cotton,Bunny,FAQ,8367,12650,10059,20-Apr-22
698,Kurnool,Adoni,Cotton,Bunny,FAQ,7200,12613,10107,21-Apr-22
717,Kurnool,Adoni,Cotton,Bunny,FAQ,7587,12629,10100,22-Apr-22
685,Kurnool,Adoni,Cotton,Bunny,FAQ,7000,12368,10100,23-Apr-22
615,Kurnool,Adoni,Cotton,Bunny,FAQ,6012,12415,10117,25-Apr-22
623,Kurnool,Adoni,Cotton,Bunny,FAQ,6089,12431,10100,26-Apr-22
361,Kurnool,Adoni,Cotton,Bunny,FAQ,5169,12359,10096,27-Apr-22
697,Kurnool,Adoni,Cotton,Bunny,FAQ,7200,12389,10137,28-Apr-22
715,Kurnool,Adoni,Cotton,Bunny,FAQ,7571,12435,10150,29-Apr-22
731,Kurnool,Adoni,Cotton,Bunny,FAQ,8055,12495,11519,02-May-22
730,Kurnool,Adoni,Cotton,Bunny,FAQ,8025,12569,11368,04-May-22
750,Kurnool,Adoni,Cotton,Bunny,FAQ,9469,12733,11408,05-May-22
733,Kurnool,Adoni,Cotton,Bunny,FAQ,8179,12863,11556,09-May-22
686,Kurnool,Adoni,Cotton,Bunny,FAQ,7000,12964,11708,10-May-22
742,Kurnool,Adoni,Cotton,Bunny,FAQ,8780,13046,11859,11-May-22
723,Kurnool,Adoni,Cotton,Bunny,FAQ,7708,13129,11879,12-May-22
713,Kurnool,Adoni,Cotton,Bunny,FAQ,7506,13117,11879,13-May-22
746,Kurnool,Adoni,Cotton,Bunny,FAQ,9169,13133,11885,14-May-22
719,Kurnool,Adoni,Cotton,Bunny,FAQ,7600,13387,11880,16-May-22
754,Kurnool,Adoni,Cotton,Bunny,FAQ,9800,13649,12249,19-May-22
687,Kurnool,Adoni,Cotton,Bunny,FAQ,7000,13680,12350,20-May-22
728,Kurnool,Adoni,Cotton,Bunny,FAQ,8001,13676,12250,21-May-22
722,Kurnool,Adoni,Cotton,Bunny,FAQ,7700,13689,12389,23-May-22
743,Kurnool,Adoni,Cotton,Bunny,FAQ,8860,13666,12389,24-May-22
739,Kurnool,Adoni,Cotton,Bunny,FAQ,8506,13529,12366,25-May-22
683,Kurnool,Adoni,Cotton,Bunny,FAQ,6906,13550,12320,26-May-22
695,Kurnool,Adoni,Cotton,Bunny,FAQ,7189,13145,11811,27-May-22
729,Kurnool,Adoni,Cotton,Bunny,FAQ,8006,13054,11906,28-May-22
692,Kurnool,Adoni,Cotton,Bunny,FAQ,7096,13020,11666,31-May-22
682,Kurnool,Adoni,Cotton,Bunny,FAQ,6906,12977,11679,01-Jun-22
658,Kurnool,Adoni,Cotton,Bunny,FAQ,6506,12511,11356,02-Jun-22
688,Kurnool,Adoni,Cotton,Bunny,FAQ,7006,12569,11455,03-Jun-22
726,Kurnool,Adoni,Cotton,Bunny,FAQ,7956,12469,11456,04-Jun-22
721,Kurnool,Adoni,Cotton,Bunny,FAQ,7696,12230,11456,06-Jun-22
736,Kurnool,Adoni,Cotton,Bunny,FAQ,8456,12275,11679,07-Jun-22
727,Kurnool,Adoni,Cotton,Bunny,FAQ,8000,12259,11275,08-Jun-22
745,Kurnool,Adoni,Cotton,Bunny,FAQ,8956,12295,11556,09-Jun-22
696,Kurnool,Adoni,Cotton,Bunny,FAQ,7196,12429,11656,10-Jun-22
756,Kurnool,Adoni,Cotton,Bunny,FAQ,10456,12477,11356,11-Jun-22
749,Kurnool,Adoni,Cotton,Bunny,FAQ,9397,12439,11359,13-Jun-22
660,Kurnool,Adoni,Cotton,Bunny,FAQ,6509,11886,10806,16-Jun-22
612,Kurnool,Adoni,Cotton,Bunny,FAQ,6000,12429,11266,17-Jun-22
753,Kurnool,Adoni,Cotton,Bunny,FAQ,9800,11500,10800,18-Jun-22
312,Kurnool,Adoni,Cotton,Bunny,FAQ,4999,10880,8269,20-Jun-22
738,Kurnool,Adoni,Cotton,Bunny,FAQ,8500,11886,10689,21-Jun-22
712,Kurnool,Adoni,Cotton,Bunny,FAQ,7500,12229,11386,22-Jun-22
707,Kurnool,Adoni,Cotton,Bunny,FAQ,7469,11759,10350,23-Jun-22
702,Kurnool,Adoni,Cotton,Bunny,FAQ,7356,10906,9389,24-Jun-22
737,Kurnool,Adoni,Cotton,Bunny,FAQ,8500,10989,10086,25-Jun-22
740,Kurnool,Adoni,Cotton,Bunny,FAQ,8560,10909,9250,27-Jun-22
752,Kurnool,Adoni,Cotton,Bunny,FAQ,9706,9706,9706,29-Jun-22
671,Kurnool,Adoni,Cotton,Bunny,FAQ,6706,10966,9851,30-Jun-22
691,Kurnool,Adoni,Cotton,Bunny,FAQ,7056,10851,9886,04-Jul-22
755,Kurnool,Adoni,Cotton,Bunny,FAQ,10150,10666,10456,05-Jul-22
705,Kurnool,Adoni,Cotton,Bunny,FAQ,7406,10877,9851,06-Jul-22
679,Kurnool,Adoni,Cotton,Bunny,FAQ,6906,10511,8806,07-Jul-22
701,Kurnool,Adoni,Cotton,Bunny,FAQ,7306,10361,9949,08-Jul-22
732,Kurnool,Adoni,Cotton,Bunny,FAQ,8106,10166,10166,09-Jul-22
716,Kurnool,Adoni,Cotton,Bunny,FAQ,7575,10266,9679,11-Jul-22
720,Kurnool,Adoni,Cotton,Bunny,FAQ,7656,10366,9686,12-Jul-22
747,Kurnool,Adoni,Cotton,Bunny,FAQ,9211,9211,9211,13-Jul-22
714,Kurnool,Adoni,Cotton,Bunny,FAQ,7536,9251,9251,14-Jul-22
708,Kurnool,Adoni,Cotton,Bunny,FAQ,7496,9981,8789,15-Jul-22
670,Kurnool,Adoni,Cotton,Bunny,FAQ,6706,9999,9256,16-Jul-22
709,Kurnool,Adoni,Cotton,Bunny,FAQ,7496,10377,9957,18-Jul-22
699,Kurnool,Adoni,Cotton,Bunny,FAQ,7256,10319,8939,19-Jul-22
674,Kurnool,Adoni,Cotton,Bunny,FAQ,6756,10339,8921,20-Jul-22
693,Kurnool,Adoni,Cotton,Bunny,FAQ,7150,10080,9150,21-Jul-22
319,Kurnool,Adoni,Cotton,Bunny,FAQ,5001,9681,8839,22-Jul-22
734,Kurnool,Adoni,Cotton,Bunny,FAQ,8356,10379,9685,23-Jul-22
657,Kurnool,Adoni,Cotton,Bunny,FAQ,6506,10692,8996,25-Jul-22
748,Kurnool,Adoni,Cotton,Bunny,FAQ,9289,10109,9699,26-Jul-22
718,Kurnool,Adoni,Cotton,Bunny,FAQ,7596,10794,10281,27-Jul-22
403,Kurnool,Adoni,Cotton,Bunny,FAQ,5300,10897,9659,29-Jul-22
744,Kurnool,Adoni,Cotton,Bunny,FAQ,8885,10888,10211,30-Jul-22
680,Kurnool,Adoni,Cotton,Bunny,FAQ,6906,10909,9819,01-Aug-22
725,Kurnool,Adoni,Cotton,Bunny,FAQ,7856,10951,9859,02-Aug-22
741,Kurnool,Adoni,Cotton,Bunny,FAQ,8669,11359,10456,03-Aug-22
751,Kurnool,Adoni,Cotton,Bunny,FAQ,9506,11300,10429,04-Aug-22
724,Kurnool,Adoni,Cotton,Bunny,FAQ,7800,11369,10450,05-Aug-22
650,Kurnool,Adoni,Cotton,Bunny,FAQ,6469,11282,10156,06-Aug-22
634,Kurnool,Adoni,Cotton,Bunny,FAQ,6269,11379,10350,08-Aug-22
618,Kurnool,Adoni,Cotton,Bunny,FAQ,6020,11581,10317,11-Aug-22
711,Kurnool,Adoni,Cotton,Bunny,FAQ,7500,11839,10480,12-Aug-22
681,Kurnool,Adoni,Cotton,Bunny,FAQ,6906,11897,10455,13-Aug-22
482,Kurnool,Adoni,Cotton,Bunny,FAQ,5469,11909,10581,16-Aug-22
575,Kurnool,Adoni,Cotton,Bunny,FAQ,5796,12001,10459,17-Aug-22
588,Kurnool,Adoni,Cotton,Bunny,FAQ,5886,12179,10569,18-Aug-22
703,Kurnool,Adoni,Cotton,Bunny,FAQ,7369,12081,10551,20-Aug-22
662,Kurnool,Adoni,Cotton,Bunny,FAQ,6571,12171,10581,22-Aug-22
630,Kurnool,Adoni,Cotton,Bunny,FAQ,6219,11991,10550,23-Aug-22
590,Kurnool,Adoni,Cotton,Bunny,FAQ,5896,11839,10519,24-Aug-22
551,Kurnool,Adoni,Cotton,Bunny,FAQ,5669,11359,10411,25-Aug-22
464,Kurnool,Adoni,Cotton,Bunny,FAQ,5454,10800,9951,26-Aug-22
638,Kurnool,Adoni,Cotton,Bunny,FAQ,6309,10619,9681,29-Aug-22
609,Kurnool,Adoni,Cotton,Bunny,FAQ,6000,10568,9689,30-Aug-22
599,Kurnool,Adoni,Cotton,Bunny,FAQ,5969,10653,9851,01-Sep-22
624,Kurnool,Adoni,Cotton,Bunny,FAQ,6166,10721,9529,02-Sep-22
668,Kurnool,Adoni,Cotton,Bunny,FAQ,6686,10762,9669,03-Sep-22
596,Kurnool,Adoni,Cotton,Bunny,FAQ,5956,10739,9686,05-Sep-22
622,Kurnool,Adoni,Cotton,Bunny,FAQ,6086,10679,9689,06-Sep-22
567,Kurnool,Adoni,Cotton,Bunny,FAQ,5729,10651,9660,07-Sep-22
579,Kurnool,Adoni,Cotton,Bunny,FAQ,5809,10559,9589,08-Sep-22
571,Kurnool,Adoni,Cotton,Bunny,FAQ,5769,10699,9559,10-Sep-22
527,Kurnool,Adoni,Cotton,Bunny,FAQ,5589,10729,9559,12-Sep-22
517,Kurnool,Adoni,Cotton,Bunny,FAQ,5569,10870,9569,13-Sep-22
530,Kurnool,Adoni,Cotton,Bunny,FAQ,5596,10810,9589,14-Sep-22
521,Kurnool,Adoni,Cotton,Bunny,FAQ,5586,10619,9586,15-Sep-22
516,Kurnool,Adoni,Cotton,Bunny,FAQ,5569,10620,9459,16-Sep-22
443,Kurnool,Adoni,Cotton,Bunny,FAQ,5389,10379,9411,17-Sep-22
437,Kurnool,Adoni,Cotton,Bunny,FAQ,5386,10351,9409,19-Sep-22
442,Kurnool,Adoni,Cotton,Bunny,FAQ,5389,9279,8580,20-Sep-22
379,Kurnool,Adoni,Cotton,Bunny,FAQ,5229,9251,8339,21-Sep-22
447,Kurnool,Adoni,Cotton,Bunny,FAQ,5396,9393,8369,22-Sep-22
408,Kurnool,Adoni,Cotton,Bunny,FAQ,5316,9479,6128,23-Sep-22
531,Kurnool,Adoni,Cotton,Bunny,FAQ,5600,9406,8396,24-Sep-22
593,Kurnool,Adoni,Cotton,Bunny,FAQ,5909,9456,8359,26-Sep-22
496,Kurnool,Adoni,Cotton,Bunny,FAQ,5506,9589,8359,27-Sep-22
529,Kurnool,Adoni,Cotton,Bunny,FAQ,5596,9769,8696,28-Sep-22
500,Kurnool,Adoni,Cotton,Bunny,FAQ,5509,9859,8719,29-Sep-22
429,Kurnool,Adoni,Cotton,Bunny,FAQ,5369,9501,8689,30-Sep-22
456,Kurnool,Adoni,Cotton,Bunny,FAQ,5416,9285,8369,01-Oct-22
602,Kurnool,Adoni,Cotton,Bunny,FAQ,6000,9300,8345,07-Oct-22
457,Kurnool,Adoni,Cotton,Bunny,FAQ,5416,9599,8389,08-Oct-22
597,Kurnool,Adoni,Cotton,Bunny,FAQ,5960,9879,8586,10-Oct-22
603,Kurnool,Adoni,Cotton,Bunny,FAQ,6000,9911,8600,11-Oct-22
604,Kurnool,Adoni,Cotton,Bunny,FAQ,6000,9922,8579,12-Oct-22
